objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Yangwarak Gaunpalika,PANCHTHAR,Yangwarak,Gaunpalika,1,2,17,10107,524 1 02 4 002,NP0102402,e_i_f_t_n_s,51,Total School,,Total number of schools community/institutional,
,Falelung Gaunpalika,PANCHTHAR,Falelung,Gaunpalika,1,2,10,10903,524 1 02 4 003,NP0102403,e_i_f_t_n_s,54,Total School,,Total number of schools community/institutional,
,Kummayak Gaunpalika,PANCHTHAR,Kummayak,Gaunpalika,1,2,13,10906,524 1 02 4 004,NP0102404,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Falgunanda Gaunpalika,PANCHTHAR,Falgunanda,Gaunpalika,1,2,11,10905,524 1 02 4 005,NP0102405,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Tumbewa Gaunpalika,PANCHTHAR,Tumbewa,Gaunpalika,1,2,16,10907,524 1 02 4 006,NP0102406,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Miklajung Gaunpalika,PANCHTHAR,Miklajung,Gaunpalika,1,2,14,10908,524 1 02 4 007,NP0102407,e_i_f_t_n_s,66,Total School,,Total number of schools community/institutional,
,Deumai Nagarpalika,ILAM,Deumai,Nagarpalika,1,3,19,11004,524 1 03 3 001,NP0103301,e_i_f_t_n_s,65,Total School,,Total number of schools community/institutional,
,Illam Nagarpalika,ILAM,Illam,Nagarpalika,1,3,21,11003,524 1 03 3 002,NP0103302,e_i_f_t_n_s,81,Total School,,Total number of schools community/institutional,
,Suryodaya Nagarpalika,ILAM,Suryodaya,Nagarpalika,1,3,27,11009,524 1 03 3 003,NP0103303,e_i_f_t_n_s,95,Total School,,Total number of schools community/institutional,
,Mai Nagarpalika,ILAM,Mai,Nagarpalika,1,3,22,11008,524 1 03 3 004,NP0103304,e_i_f_t_n_s,60,Total School,,Total number of schools community/institutional,
,Fakphokthum Gaunpalika,ILAM,Fakphokthum,Gaunpalika,1,3,20,11005,524 1 03 4 001,NP0103401,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Sandakpur Gaunpalika,ILAM,Sandakpur,Gaunpalika,1,3,26,11002,524 1 03 4 002,NP0103402,e_i_f_t_n_s,35,Total School,,Total number of schools community/institutional,
,Maijogmai Gaunpalika,ILAM,Maijogmai,Gaunpalika,1,3,23,11001,524 1 03 4 003,NP0103403,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Chulachuli Gaunpalika,ILAM,Chulachuli,Gaunpalika,1,3,18,11007,524 1 03 4 004,NP0103404,e_i_f_t_n_s,25,Total School,,Total number of schools community/institutional,
,Mangsebung Gaunpalika,ILAM,Mangsebung,Gaunpalika,1,3,24,11006,524 1 03 4 005,NP0103405,e_i_f_t_n_s,35,Total School,,Total number of schools community/institutional,
,Rong Gaunpalika,ILAM,Rong,Gaunpalika,1,3,25,11010,524 1 03 4 006,NP0103406,e_i_f_t_n_s,31,Total School,,Total number of schools community/institutional,
,Damak Nagarpalika,JHAPA,Damak,Nagarpalika,1,4,33,11107,524 1 04 3 001,NP0104301,e_i_f_t_n_s,50,Total School,,Total number of schools community/institutional,
,Shivasataxi Nagarpalika,JHAPA,Shivasataxi,Nagarpalika,1,4,42,11105,524 1 04 3 002,NP0104302,e_i_f_t_n_s,61,Total School,,Total number of schools community/institutional,
,Kankai Nagarpalika,JHAPA,Kankai,Nagarpalika,1,4,40,11104,524 1 04 3 003,NP0104303,e_i_f_t_n_s,28,Total School,,Total number of schools community/institutional,
,Arjundhara Nagarpalika,JHAPA,Arjundhara,Nagarpalika,1,4,28,11103,524 1 04 3 004,NP0104304,e_i_f_t_n_s,49,Total School,,Total number of schools community/institutional,
,Mechinagar Nagarpalika,JHAPA,Mechinagar,Nagarpalika,1,4,41,11101,524 1 04 3 005,NP0104305,e_i_f_t_n_s,89,Total School,,Total number of schools community/institutional,
,Gauradhaha Nagarpalika,JHAPA,Gauradhaha,Nagarpalika,1,4,34,11108,524 1 04 3 006,NP0104306,e_i_f_t_n_s,52,Total School,,Total number of schools community/institutional,
,Birtamod Nagarpalika,JHAPA,Birtamod,Nagarpalika,1,4,31,11112,524 1 04 3 007,NP0104307,e_i_f_t_n_s,81,Total School,,Total number of schools community/institutional,
,Bhadrapur Nagarpalika,JHAPA,Bhadrapur,Nagarpalika,1,4,30,11114,524 1 04 3 008,NP0104308,e_i_f_t_n_s,60,Total School,,Total number of schools community/institutional,
,Kamal Gaunpalika,JHAPA,Kamal,Gaunpalika,1,4,39,11106,524 1 04 4 001,NP0104401,e_i_f_t_n_s,44,Total School,,Total number of schools community/institutional,
,Buddhashanti Gaunpalika,JHAPA,Buddhashanti,Gaunpalika,1,4,32,11102,524 1 04 4 002,NP0104402,e_i_f_t_n_s,30,Total School,,Total number of schools community/institutional,
,Gauriganj Gaunpalika,JHAPA,Gauriganj,Gaunpalika,1,4,35,11109,524 1 04 4 003,NP0104403,e_i_f_t_n_s,36,Total School,,Total number of schools community/institutional,
,Jhapa Gaunpalika,JHAPA,Jhapa,Gaunpalika,1,4,37,11110,524 1 04 4 004,NP0104404,e_i_f_t_n_s,47,Total School,,Total number of schools community/institutional,
,Barhadashi Gaunpalika,JHAPA,Barhadashi,Gaunpalika,1,4,29,11111,524 1 04 4 005,NP0104405,e_i_f_t_n_s,31,Total School,,Total number of schools community/institutional,
,Haldibari Gaunpalika,JHAPA,Haldibari,Gaunpalika,1,4,36,11113,524 1 04 4 006,NP0104406,e_i_f_t_n_s,25,Total School,,Total number of schools community/institutional,
,Kachankawal Gaunpalika,JHAPA,Kachankawal,Gaunpalika,1,4,38,11115,524 1 04 4 007,NP0104407,e_i_f_t_n_s,37,Total School,,Total number of schools community/institutional,
,Biratnagar Mahanagarpalika,MORANG,Biratnagar,Mahanagarpalika,1,5,44,11214,524 1 05 1 001,NP0105101,e_i_f_t_n_s,121,Total School,,Total number of schools community/institutional,
,Letang Nagarpalika,MORANG,Letang,Nagarpalika,1,5,52,11202,524 1 05 3 001,NP0105301,e_i_f_t_n_s,47,Total School,,Total number of schools community/institutional,
,Sundarharaicha Nagarpalika,MORANG,Sundarharaicha,Nagarpalika,1,5,57,11204,524 1 05 3 002,NP0105302,e_i_f_t_n_s,60,Total School,,Total number of schools community/institutional,
,Belbari Nagarpalika,MORANG,Belbari,Nagarpalika,1,5,43,11205,524 1 05 3 003,NP0105303,e_i_f_t_n_s,41,Total School,,Total number of schools community/institutional,
,Patahrishanishchare Nagarpalika,MORANG,Patahrishanishchare,Nagarpalika,1,5,54,11207,524 1 05 3 004,NP0105304,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Uralabari Nagarpalika,MORANG,Uralabari,Nagarpalika,1,5,59,11208,524 1 05 3 005,NP0105305,e_i_f_t_n_s,40,Total School,,Total number of schools community/institutional,
,Rangeli Nagarpalika,MORANG,Rangeli,Nagarpalika,1,5,55,11211,524 1 05 3 006,NP0105306,e_i_f_t_n_s,38,Total School,,Total number of schools community/institutional,
,Sunwarshi Nagarpalika,MORANG,Sunwarshi,Nagarpalika,1,5,58,11210,524 1 05 3 007,NP0105307,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Ratuwamai Nagarpalika,MORANG,Ratuwamai,Nagarpalika,1,5,56,11209,524 1 05 3 008,NP0105308,e_i_f_t_n_s,53,Total School,,Total number of schools community/institutional,
,Kerabari Gaunpalika,MORANG,Kerabari,Gaunpalika,1,5,51,11203,524 1 05 4 001,NP0105401,e_i_f_t_n_s,33,Total School,,Total number of schools community/institutional,
,Miklajung Gaunpalika,MORANG,Miklajung,Gaunpalika,1,5,53,10908,524 1 05 4 002,NP0105402,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Kanepokhari Gaunpalika,MORANG,Kanepokhari,Gaunpalika,1,5,49,11206,524 1 05 4 003,NP0105403,e_i_f_t_n_s,22,Total School,,Total number of schools community/institutional,
,Budhiganga Gaunpalika,MORANG,Budhiganga,Gaunpalika,1,5,45,11213,524 1 05 4 004,NP0105404,e_i_f_t_n_s,27,Total School,,Total number of schools community/institutional,
,Gramthan Gaunpalika,MORANG,Gramthan,Gaunpalika,1,5,47,11212,524 1 05 4 005,NP0105405,e_i_f_t_n_s,28,Total School,,Total number of schools community/institutional,
,Katahari Gaunpalika,MORANG,Katahari,Gaunpalika,1,5,50,11215,524 1 05 4 006,NP0105406,e_i_f_t_n_s,23,Total School,,Total number of schools community/institutional,
,Jahada Gaunpalika,MORANG,Jahada,Gaunpalika,1,5,48,11217,524 1 05 4 007,NP0105407,e_i_f_t_n_s,30,Total School,,Total number of schools community/institutional,
,Dhanpalthan Gaunpalika,MORANG,Dhanpalthan,Gaunpalika,1,5,46,11216,524 1 05 4 008,NP0105408,e_i_f_t_n_s,31,Total School,,Total number of schools community/institutional,
,Dharan Upamahanagarpalika,SUNSARI,Dharan,Upamahanagarpalika,1,6,64,11301,524 1 06 2 001,NP0106201,e_i_f_t_n_s,147,Total School,,Total number of schools community/institutional,
,Itahari Upamahanagarpalika,SUNSARI,Itahari,Upamahanagarpalika,1,6,69,11306,524 1 06 2 002,NP0106202,e_i_f_t_n_s,133,Total School,,Total number of schools community/institutional,
,Barah Nagarpalika,SUNSARI,Barah,Nagarpalika,1,6,60,11302,524 1 06 3 001,NP0106301,e_i_f_t_n_s,88,Total School,,Total number of schools community/institutional,
,Ramdhuni Nagarpalika,SUNSARI,Ramdhuni,Nagarpalika,1,6,71,11305,524 1 06 3 002,NP0106302,e_i_f_t_n_s,52,Total School,,Total number of schools community/institutional,
,Inaruwa Nagarpalika,SUNSARI,Inaruwa,Nagarpalika,1,6,68,11309,524 1 06 3 003,NP0106303,e_i_f_t_n_s,68,Total School,,Total number of schools community/institutional,
,Duhabi Nagarpalika,SUNSARI,Duhabi,Nagarpalika,1,6,65,11307,524 1 06 3 004,NP0106304,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Koshi Gaunpalika,SUNSARI,Koshi,Gaunpalika,1,6,70,11303,524 1 06 4 001,NP0106401,e_i_f_t_n_s,51,Total School,,Total number of schools community/institutional,
,Bhokraha Gaunpalika,SUNSARI,Bhokraha,Gaunpalika,1,6,62,11304,524 1 06 4 002,NP0106402,e_i_f_t_n_s,46,Total School,,Total number of schools community/institutional,
,Gadhi Gaunpalika,SUNSARI,Gadhi,Gaunpalika,1,6,66,11308,524 1 06 4 003,NP0106403,e_i_f_t_n_s,37,Total School,,Total number of schools community/institutional,
,Harinagara Gaunpalika,SUNSARI,Harinagara,Gaunpalika,1,6,67,11310,524 1 06 4 004,NP0106404,e_i_f_t_n_s,57,Total School,,Total number of schools community/institutional,
,Dewanganj Gaunpalika,SUNSARI,Dewanganj,Gaunpalika,1,6,63,11311,524 1 06 4 005,NP0106405,e_i_f_t_n_s,32,Total School,,Total number of schools community/institutional,
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,e_i_f_t_n_s,34,Total School,,Total number of schools community/institutional,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,e_i_f_t_n_s,0,Total School,,Total number of schools community/institutional,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,e_i_f_t_n_s,57,Total School,,Total number of schools community/institutional,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,e_i_f_t_n_s,42,Total School,,Total number of schools community/institutional,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,e_i_f_t_n_s,62,Total School,,Total number of schools community/institutional,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,e_i_f_t_n_s,44,Total School,,Total number of schools community/institutional,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,e_i_f_t_n_s,40,Total School,,Total number of schools community/institutional,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,e_i_f_t_n_s,58,Total School,,Total number of schools community/institutional,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,e_i_f_t_n_s,58,Total School,,Total number of schools community/institutional,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,e_i_f_t_n_s,36,Total School,,Total number of schools community/institutional,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,e_i_f_t_n_s,38,Total School,,Total number of schools community/institutional,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,e_i_f_t_n_s,23,Total School,,Total number of schools community/institutional,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,e_i_f_t_n_s,62,Total School,,Total number of schools community/institutional,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,e_i_f_t_n_s,49,Total School,,Total number of schools community/institutional,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,e_i_f_t_n_s,62,Total School,,Total number of schools community/institutional,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,e_i_f_t_n_s,64,Total School,,Total number of schools community/institutional,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,e_i_f_t_n_s,38,Total School,,Total number of schools community/institutional,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,e_i_f_t_n_s,48,Total School,,Total number of schools community/institutional,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,e_i_f_t_n_s,24,Total School,,Total number of schools community/institutional,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,e_i_f_t_n_s,41,Total School,,Total number of schools community/institutional,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,e_i_f_t_n_s,21,Total School,,Total number of schools community/institutional,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,e_i_f_t_n_s,33,Total School,,Total number of schools community/institutional,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,e_i_f_t_n_s,76,Total School,,Total number of schools community/institutional,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,e_i_f_t_n_s,54,Total School,,Total number of schools community/institutional,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,e_i_f_t_n_s,42,Total School,,Total number of schools community/institutional,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,e_i_f_t_n_s,47,Total School,,Total number of schools community/institutional,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,e_i_f_t_n_s,38,Total School,,Total number of schools community/institutional,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,e_i_f_t_n_s,35,Total School,,Total number of schools community/institutional,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,e_i_f_t_n_s,36,Total School,,Total number of schools community/institutional,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,e_i_f_t_n_s,44,Total School,,Total number of schools community/institutional,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,e_i_f_t_n_s,40,Total School,,Total number of schools community/institutional,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,e_i_f_t_n_s,68,Total School,,Total number of schools community/institutional,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,e_i_f_t_n_s,20,Total School,,Total number of schools community/institutional,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,e_i_f_t_n_s,19,Total School,,Total number of schools community/institutional,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,e_i_f_t_n_s,22,Total School,,Total number of schools community/institutional,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,e_i_f_t_n_s,41,Total School,,Total number of schools community/institutional,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,e_i_f_t_n_s,46,Total School,,Total number of schools community/institutional,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,e_i_f_t_n_s,53,Total School,,Total number of schools community/institutional,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,e_i_f_t_n_s,27,Total School,,Total number of schools community/institutional,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,e_i_f_t_n_s,90,Total School,,Total number of schools community/institutional,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,e_i_f_t_n_s,107,Total School,,Total number of schools community/institutional,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,e_i_f_t_n_s,44,Total School,,Total number of schools community/institutional,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,e_i_f_t_n_s,41,Total School,,Total number of schools community/institutional,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,e_i_f_t_n_s,29,Total School,,Total number of schools community/institutional,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,e_i_f_t_n_s,52,Total School,,Total number of schools community/institutional,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,e_i_f_t_n_s,29,Total School,,Total number of schools community/institutional,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,e_i_f_t_n_s,52,Total School,,Total number of schools community/institutional,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,e_i_f_t_n_s,35,Total School,,Total number of schools community/institutional,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,e_i_f_t_n_s,37,Total School,,Total number of schools community/institutional,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,e_i_f_t_n_s,59,Total School,,Total number of schools community/institutional,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,e_i_f_t_n_s,56,Total School,,Total number of schools community/institutional,
,Likhu Gaunpalika,OKHALDHUNGA,Likhu,Gaunpalika,1,13,116,10405,524 1 13 4 002,NP0113402,e_i_f_t_n_s,31,Total School,,Total number of schools community/institutional,
,Molung Gaunpalika,OKHALDHUNGA,Molung,Gaunpalika,1,13,118,10403,524 1 13 4 003,NP0113403,e_i_f_t_n_s,26,Total School,,Total number of schools community/institutional,
,Champadevi Gaunpalika,OKHALDHUNGA,Champadevi,Gaunpalika,1,13,113,10406,524 1 13 4 004,NP0113404,e_i_f_t_n_s,42,Total School,,Total number of schools community/institutional,
,Sunkoshi Gaunpalika,OKHALDHUNGA,Sunkoshi,Gaunpalika,1,13,120,10407,524 1 13 4 005,NP0113405,e_i_f_t_n_s,43,Total School,,Total number of schools community/institutional,
,Chisankhugadhi Gaunpalika,OKHALDHUNGA,Chisankhugadhi,Gaunpalika,1,13,114,10401,524 1 13 4 006,NP0113406,e_i_f_t_n_s,45,Total School,,Total number of schools community/institutional,
,Manebhanjyang Gaunpalika,OKHALDHUNGA,Manebhanjyang,Gaunpalika,1,13,117,10408,524 1 13 4 007,NP0113407,e_i_f_t_n_s,49,Total School,,Total number of schools community/institutional,
,Katari Nagarpalika,UDAYAPUR,Katari,Nagarpalika,1,14,133,11407,524 1 14 3 001,NP0114301,e_i_f_t_n_s,102,Total School,,Total number of schools community/institutional,
,Triyuga Nagarpalika,UDAYAPUR,Triyuga,Nagarpalika,1,14,137,11403,524 1 14 3 002,NP0114302,e_i_f_t_n_s,120,Total School,,Total number of schools community/institutional,
,Chaudandigadhi Nagarpalika,UDAYAPUR,Chaudandigadhi,Nagarpalika,1,14,132,11402,524 1 14 3 003,NP0114303,e_i_f_t_n_s,71,Total School,,Total number of schools community/institutional,
,Belaka Nagarpalika,UDAYAPUR,Belaka,Nagarpalika,1,14,131,11401,524 1 14 3 004,NP0114304,e_i_f_t_n_s,66,Total School,,Total number of schools community/institutional,
,Tapli Gaunpalika,UDAYAPUR,Tapli,Gaunpalika,1,14,136,11406,524 1 14 4 001,NP0114401,e_i_f_t_n_s,40,Total School,,Total number of schools community/institutional,
,Sunkoshi Gaunpalika,UDAYAPUR,Sunkoshi,Gaunpalika,1,14,135,10407,524 1 14 4 002,NP0114402,e_i_f_t_n_s,32,Total School,,Total number of schools community/institutional,
,Udayapurgadhi Gaunpalika,UDAYAPUR,Udayapurgadhi,Gaunpalika,1,14,138,11408,524 1 14 4 003,NP0114403,e_i_f_t_n_s,62,Total School,,Total number of schools community/institutional,
,Rautamai Gaunpalika,UDAYAPUR,Rautamai,Gaunpalika,1,14,134,11404,524 1 14 4 004,NP0114404,e_i_f_t_n_s,60,Total School,,Total number of schools community/institutional,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,UDAYAPUR,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,14,139,99980,524 1 14 5 995,NP0114595,e_i_f_t_n_s,0,Total School,,Total number of schools community/institutional,
,Surunga Nagarpalika,SAPTARI,Surunga,Nagarpalika,2,15,155,20107,524 2 15 3 001,NP0215301,e_i_f_t_n_s,37,Total School,,Total number of schools community/institutional,
,Khadak Nagarpalika,SAPTARI,Khadak,Nagarpalika,2,15,149,20106,524 2 15 3 002,NP0215302,e_i_f_t_n_s,45,Total School,,Total number of schools community/institutional,
,Shambhunath Nagarpalika,SAPTARI,Shambhunath,Nagarpalika,2,15,154,20105,524 2 15 3 003,NP0215303,e_i_f_t_n_s,29,Total School,,Total number of schools community/institutional,
,Saptakoshi Nagarpalika,SAPTARI,Saptakoshi,Nagarpalika,2,15,153,20101,524 2 15 3 004,NP0215304,e_i_f_t_n_s,17,Total School,,Total number of schools community/institutional,
,Kanchanrup Nagarpalika,SAPTARI,Kanchanrup,Nagarpalika,2,15,148,20102,524 2 15 3 005,NP0215305,e_i_f_t_n_s,35,Total School,,Total number of schools community/institutional,
,Bode Barsain Nagarpalika,SAPTARI,Bode Barsain,Nagarpalika,2,15,144,20109,524 2 15 3 006,NP0215306,e_i_f_t_n_s,36,Total School,,Total number of schools community/institutional,
