objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Buddhashanti Gaunpalika,JHAPA,Buddhashanti,Gaunpalika,1,4,32,11102,524 1 04 4 002,NP0104402,e_i_f_n_b_s,5149,Boys Students,,Total number of students of all school types ,
,Gauriganj Gaunpalika,JHAPA,Gauriganj,Gaunpalika,1,4,35,11109,524 1 04 4 003,NP0104403,e_i_f_n_b_s,6916,Boys Students,,Total number of students of all school types ,
,Jhapa Gaunpalika,JHAPA,Jhapa,Gaunpalika,1,4,37,11110,524 1 04 4 004,NP0104404,e_i_f_n_b_s,6082,Boys Students,,Total number of students of all school types ,
,Barhadashi Gaunpalika,JHAPA,Barhadashi,Gaunpalika,1,4,29,11111,524 1 04 4 005,NP0104405,e_i_f_n_b_s,3532,Boys Students,,Total number of students of all school types ,
,Haldibari Gaunpalika,JHAPA,Haldibari,Gaunpalika,1,4,36,11113,524 1 04 4 006,NP0104406,e_i_f_n_b_s,7178,Boys Students,,Total number of students of all school types ,
,Kachankawal Gaunpalika,JHAPA,Kachankawal,Gaunpalika,1,4,38,11115,524 1 04 4 007,NP0104407,e_i_f_n_b_s,4065,Boys Students,,Total number of students of all school types ,
,Biratnagar Mahanagarpalika,MORANG,Biratnagar,Mahanagarpalika,1,5,44,11214,524 1 05 1 001,NP0105101,e_i_f_n_b_s,4428,Boys Students,,Total number of students of all school types ,
,Letang Nagarpalika,MORANG,Letang,Nagarpalika,1,5,52,11202,524 1 05 3 001,NP0105301,e_i_f_n_b_s,6661,Boys Students,,Total number of students of all school types ,
,Sundarharaicha Nagarpalika,MORANG,Sundarharaicha,Nagarpalika,1,5,57,11204,524 1 05 3 002,NP0105302,e_i_f_n_b_s,7409,Boys Students,,Total number of students of all school types ,
,Belbari Nagarpalika,MORANG,Belbari,Nagarpalika,1,5,43,11205,524 1 05 3 003,NP0105303,e_i_f_n_b_s,4196,Boys Students,,Total number of students of all school types ,
,Patahrishanishchare Nagarpalika,MORANG,Patahrishanishchare,Nagarpalika,1,5,54,11207,524 1 05 3 004,NP0105304,e_i_f_n_b_s,3858,Boys Students,,Total number of students of all school types ,
,Uralabari Nagarpalika,MORANG,Uralabari,Nagarpalika,1,5,59,11208,524 1 05 3 005,NP0105305,e_i_f_n_b_s,6244,Boys Students,,Total number of students of all school types ,
,Rangeli Nagarpalika,MORANG,Rangeli,Nagarpalika,1,5,55,11211,524 1 05 3 006,NP0105306,e_i_f_n_b_s,6431,Boys Students,,Total number of students of all school types ,
,Sunwarshi Nagarpalika,MORANG,Sunwarshi,Nagarpalika,1,5,58,11210,524 1 05 3 007,NP0105307,e_i_f_n_b_s,7981,Boys Students,,Total number of students of all school types ,
,Ratuwamai Nagarpalika,MORANG,Ratuwamai,Nagarpalika,1,5,56,11209,524 1 05 3 008,NP0105308,e_i_f_n_b_s,5808,Boys Students,,Total number of students of all school types ,
,Kerabari Gaunpalika,MORANG,Kerabari,Gaunpalika,1,5,51,11203,524 1 05 4 001,NP0105401,e_i_f_n_b_s,5608,Boys Students,,Total number of students of all school types ,
,Miklajung Gaunpalika,MORANG,Miklajung,Gaunpalika,1,5,53,10908,524 1 05 4 002,NP0105402,e_i_f_n_b_s,3816,Boys Students,,Total number of students of all school types ,
,Kanepokhari Gaunpalika,MORANG,Kanepokhari,Gaunpalika,1,5,49,11206,524 1 05 4 003,NP0105403,e_i_f_n_b_s,3283,Boys Students,,Total number of students of all school types ,
,Budhiganga Gaunpalika,MORANG,Budhiganga,Gaunpalika,1,5,45,11213,524 1 05 4 004,NP0105404,e_i_f_n_b_s,3820,Boys Students,,Total number of students of all school types ,
,Gramthan Gaunpalika,MORANG,Gramthan,Gaunpalika,1,5,47,11212,524 1 05 4 005,NP0105405,e_i_f_n_b_s,2760,Boys Students,,Total number of students of all school types ,
,Katahari Gaunpalika,MORANG,Katahari,Gaunpalika,1,5,50,11215,524 1 05 4 006,NP0105406,e_i_f_n_b_s,17426,Boys Students,,Total number of students of all school types ,
,Jahada Gaunpalika,MORANG,Jahada,Gaunpalika,1,5,48,11217,524 1 05 4 007,NP0105407,e_i_f_n_b_s,4078,Boys Students,,Total number of students of all school types ,
,Dhanpalthan Gaunpalika,MORANG,Dhanpalthan,Gaunpalika,1,5,46,11216,524 1 05 4 008,NP0105408,e_i_f_n_b_s,2968,Boys Students,,Total number of students of all school types ,
,Dharan Upamahanagarpalika,SUNSARI,Dharan,Upamahanagarpalika,1,6,64,11301,524 1 06 2 001,NP0106201,e_i_f_n_b_s,3128,Boys Students,,Total number of students of all school types ,
,Itahari Upamahanagarpalika,SUNSARI,Itahari,Upamahanagarpalika,1,6,69,11306,524 1 06 2 002,NP0106202,e_i_f_n_b_s,9913,Boys Students,,Total number of students of all school types ,
,Barah Nagarpalika,SUNSARI,Barah,Nagarpalika,1,6,60,11302,524 1 06 3 001,NP0106301,e_i_f_n_b_s,5805,Boys Students,,Total number of students of all school types ,
,Ramdhuni Nagarpalika,SUNSARI,Ramdhuni,Nagarpalika,1,6,71,11305,524 1 06 3 002,NP0106302,e_i_f_n_b_s,5306,Boys Students,,Total number of students of all school types ,
,Inaruwa Nagarpalika,SUNSARI,Inaruwa,Nagarpalika,1,6,68,11309,524 1 06 3 003,NP0106303,e_i_f_n_b_s,3273,Boys Students,,Total number of students of all school types ,
,Duhabi Nagarpalika,SUNSARI,Duhabi,Nagarpalika,1,6,65,11307,524 1 06 3 004,NP0106304,e_i_f_n_b_s,17702,Boys Students,,Total number of students of all school types ,
,Koshi Gaunpalika,SUNSARI,Koshi,Gaunpalika,1,6,70,11303,524 1 06 4 001,NP0106401,e_i_f_n_b_s,4291,Boys Students,,Total number of students of all school types ,
,Bhokraha Gaunpalika,SUNSARI,Bhokraha,Gaunpalika,1,6,62,11304,524 1 06 4 002,NP0106402,e_i_f_n_b_s,19110,Boys Students,,Total number of students of all school types ,
,Gadhi Gaunpalika,SUNSARI,Gadhi,Gaunpalika,1,6,66,11308,524 1 06 4 003,NP0106403,e_i_f_n_b_s,3081,Boys Students,,Total number of students of all school types ,
,Harinagara Gaunpalika,SUNSARI,Harinagara,Gaunpalika,1,6,67,11310,524 1 06 4 004,NP0106404,e_i_f_n_b_s,5451,Boys Students,,Total number of students of all school types ,
,Dewanganj Gaunpalika,SUNSARI,Dewanganj,Gaunpalika,1,6,63,11311,524 1 06 4 005,NP0106405,e_i_f_n_b_s,6599,Boys Students,,Total number of students of all school types ,
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,e_i_f_n_b_s,7738,Boys Students,,Total number of students of all school types ,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,e_i_f_n_b_s,#N/A,Boys Students,,Total number of students of all school types ,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,e_i_f_n_b_s,2720,Boys Students,,Total number of students of all school types ,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,e_i_f_n_b_s,3663,Boys Students,,Total number of students of all school types ,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,e_i_f_n_b_s,2618,Boys Students,,Total number of students of all school types ,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,e_i_f_n_b_s,2900,Boys Students,,Total number of students of all school types ,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,e_i_f_n_b_s,6703,Boys Students,,Total number of students of all school types ,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,e_i_f_n_b_s,2590,Boys Students,,Total number of students of all school types ,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,e_i_f_n_b_s,2342,Boys Students,,Total number of students of all school types ,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,e_i_f_n_b_s,2233,Boys Students,,Total number of students of all school types ,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,e_i_f_n_b_s,3192,Boys Students,,Total number of students of all school types ,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,e_i_f_n_b_s,1263,Boys Students,,Total number of students of all school types ,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,e_i_f_n_b_s,2656,Boys Students,,Total number of students of all school types ,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,e_i_f_n_b_s,3473,Boys Students,,Total number of students of all school types ,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,e_i_f_n_b_s,2291,Boys Students,,Total number of students of all school types ,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,e_i_f_n_b_s,902,Boys Students,,Total number of students of all school types ,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,e_i_f_n_b_s,5851,Boys Students,,Total number of students of all school types ,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,e_i_f_n_b_s,3895,Boys Students,,Total number of students of all school types ,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,e_i_f_n_b_s,2456,Boys Students,,Total number of students of all school types ,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,e_i_f_n_b_s,2397,Boys Students,,Total number of students of all school types ,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,e_i_f_n_b_s,2095,Boys Students,,Total number of students of all school types ,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,e_i_f_n_b_s,2167,Boys Students,,Total number of students of all school types ,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,e_i_f_n_b_s,1668,Boys Students,,Total number of students of all school types ,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,e_i_f_n_b_s,1089,Boys Students,,Total number of students of all school types ,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,e_i_f_n_b_s,1705,Boys Students,,Total number of students of all school types ,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,e_i_f_n_b_s,4364,Boys Students,,Total number of students of all school types ,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,e_i_f_n_b_s,2029,Boys Students,,Total number of students of all school types ,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,e_i_f_n_b_s,2146,Boys Students,,Total number of students of all school types ,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,e_i_f_n_b_s,4384,Boys Students,,Total number of students of all school types ,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,e_i_f_n_b_s,2672,Boys Students,,Total number of students of all school types ,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,e_i_f_n_b_s,2340,Boys Students,,Total number of students of all school types ,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,e_i_f_n_b_s,2113,Boys Students,,Total number of students of all school types ,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,e_i_f_n_b_s,2297,Boys Students,,Total number of students of all school types ,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,e_i_f_n_b_s,2290,Boys Students,,Total number of students of all school types ,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,e_i_f_n_b_s,2075,Boys Students,,Total number of students of all school types ,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,e_i_f_n_b_s,2738,Boys Students,,Total number of students of all school types ,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,e_i_f_n_b_s,1904,Boys Students,,Total number of students of all school types ,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,e_i_f_n_b_s,2726,Boys Students,,Total number of students of all school types ,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,e_i_f_n_b_s,1995,Boys Students,,Total number of students of all school types ,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,e_i_f_n_b_s,758,Boys Students,,Total number of students of all school types ,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,e_i_f_n_b_s,1146,Boys Students,,Total number of students of all school types ,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,e_i_f_n_b_s,3303,Boys Students,,Total number of students of all school types ,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,e_i_f_n_b_s,1501,Boys Students,,Total number of students of all school types ,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,e_i_f_n_b_s,2045,Boys Students,,Total number of students of all school types ,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,e_i_f_n_b_s,2232,Boys Students,,Total number of students of all school types ,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,e_i_f_n_b_s,2163,Boys Students,,Total number of students of all school types ,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,e_i_f_n_b_s,3501,Boys Students,,Total number of students of all school types ,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,e_i_f_n_b_s,2316,Boys Students,,Total number of students of all school types ,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,e_i_f_n_b_s,7865,Boys Students,,Total number of students of all school types ,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,e_i_f_n_b_s,3161,Boys Students,,Total number of students of all school types ,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,e_i_f_n_b_s,1859,Boys Students,,Total number of students of all school types ,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,e_i_f_n_b_s,4525,Boys Students,,Total number of students of all school types ,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,e_i_f_n_b_s,2993,Boys Students,,Total number of students of all school types ,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,e_i_f_n_b_s,2821,Boys Students,,Total number of students of all school types ,
,Likhu Gaunpalika,OKHALDHUNGA,Likhu,Gaunpalika,1,13,116,10405,524 1 13 4 002,NP0113402,e_i_f_n_b_s,1413,Boys Students,,Total number of students of all school types ,
,Molung Gaunpalika,OKHALDHUNGA,Molung,Gaunpalika,1,13,118,10403,524 1 13 4 003,NP0113403,e_i_f_n_b_s,2710,Boys Students,,Total number of students of all school types ,
,Champadevi Gaunpalika,OKHALDHUNGA,Champadevi,Gaunpalika,1,13,113,10406,524 1 13 4 004,NP0113404,e_i_f_n_b_s,1888,Boys Students,,Total number of students of all school types ,
,Sunkoshi Gaunpalika,OKHALDHUNGA,Sunkoshi,Gaunpalika,1,13,120,10407,524 1 13 4 005,NP0113405,e_i_f_n_b_s,2766,Boys Students,,Total number of students of all school types ,
,Chisankhugadhi Gaunpalika,OKHALDHUNGA,Chisankhugadhi,Gaunpalika,1,13,114,10401,524 1 13 4 006,NP0113406,e_i_f_n_b_s,2852,Boys Students,,Total number of students of all school types ,
,Manebhanjyang Gaunpalika,OKHALDHUNGA,Manebhanjyang,Gaunpalika,1,13,117,10408,524 1 13 4 007,NP0113407,e_i_f_n_b_s,2304,Boys Students,,Total number of students of all school types ,
,Katari Nagarpalika,UDAYAPUR,Katari,Nagarpalika,1,14,133,11407,524 1 14 3 001,NP0114301,e_i_f_n_b_s,7304,Boys Students,,Total number of students of all school types ,
,Triyuga Nagarpalika,UDAYAPUR,Triyuga,Nagarpalika,1,14,137,11403,524 1 14 3 002,NP0114302,e_i_f_n_b_s,1942,Boys Students,,Total number of students of all school types ,
,Chaudandigadhi Nagarpalika,UDAYAPUR,Chaudandigadhi,Nagarpalika,1,14,132,11402,524 1 14 3 003,NP0114303,e_i_f_n_b_s,8935,Boys Students,,Total number of students of all school types ,
,Belaka Nagarpalika,UDAYAPUR,Belaka,Nagarpalika,1,14,131,11401,524 1 14 3 004,NP0114304,e_i_f_n_b_s,14138,Boys Students,,Total number of students of all school types ,
,Tapli Gaunpalika,UDAYAPUR,Tapli,Gaunpalika,1,14,136,11406,524 1 14 4 001,NP0114401,e_i_f_n_b_s,3718,Boys Students,,Total number of students of all school types ,
,Sunkoshi Gaunpalika,UDAYAPUR,Sunkoshi,Gaunpalika,1,14,135,10407,524 1 14 4 002,NP0114402,e_i_f_n_b_s,4476,Boys Students,,Total number of students of all school types ,
,Udayapurgadhi Gaunpalika,UDAYAPUR,Udayapurgadhi,Gaunpalika,1,14,138,11408,524 1 14 4 003,NP0114403,e_i_f_n_b_s,6088,Boys Students,,Total number of students of all school types ,
,Rautamai Gaunpalika,UDAYAPUR,Rautamai,Gaunpalika,1,14,134,11404,524 1 14 4 004,NP0114404,e_i_f_n_b_s,2597,Boys Students,,Total number of students of all school types ,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,UDAYAPUR,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,14,139,99980,524 1 14 5 995,NP0114595,e_i_f_n_b_s,#N/A,Boys Students,,Total number of students of all school types ,
,Surunga Nagarpalika,SAPTARI,Surunga,Nagarpalika,2,15,155,20107,524 2 15 3 001,NP0215301,e_i_f_n_b_s,4466,Boys Students,,Total number of students of all school types ,
,Khadak Nagarpalika,SAPTARI,Khadak,Nagarpalika,2,15,149,20106,524 2 15 3 002,NP0215302,e_i_f_n_b_s,2875,Boys Students,,Total number of students of all school types ,
,Shambhunath Nagarpalika,SAPTARI,Shambhunath,Nagarpalika,2,15,154,20105,524 2 15 3 003,NP0215303,e_i_f_n_b_s,3164,Boys Students,,Total number of students of all school types ,
