objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Phungling Nagarpalika,TAPLEJUNG,Phungling,Nagarpalika,1,1,6,10106,524 1 01 3 001,NP0101301,acc_o_t,3217,Ordinary Toilet ,,Accessibility to toilet,
,Phaktanglung Gaunpalika,TAPLEJUNG,Phaktanglung,Gaunpalika,1,1,5,10101,524 1 01 4 001,NP0101401,acc_o_t,1453,Ordinary Toilet ,,Accessibility to toilet,
,Mikwakhola Gaunpalika,TAPLEJUNG,Mikwakhola,Gaunpalika,1,1,4,10102,524 1 01 4 002,NP0101402,acc_o_t,995,Ordinary Toilet ,,Accessibility to toilet,
,Sirijangha Gaunpalika,TAPLEJUNG,Sirijangha,Gaunpalika,1,1,8,10108,524 1 01 4 003,NP0101403,acc_o_t,1694,Ordinary Toilet ,,Accessibility to toilet,
,Meringden Gaunpalika,TAPLEJUNG,Meringden,Gaunpalika,1,1,3,10103,524 1 01 4 004,NP0101404,acc_o_t,1180,Ordinary Toilet ,,Accessibility to toilet,
,Maiwakhola Gaunpalika,TAPLEJUNG,Maiwakhola,Gaunpalika,1,1,2,10104,524 1 01 4 005,NP0101405,acc_o_t,1518,Ordinary Toilet ,,Accessibility to toilet,
,Aathrai Tribeni Gaunpalika,TAPLEJUNG,Aathrai Tribeni,Gaunpalika,1,1,1,10105,524 1 01 4 006,NP0101406,acc_o_t,1669,Ordinary Toilet ,,Accessibility to toilet,
,Yangwarak Gaunpalika,TAPLEJUNG,Yangwarak,Gaunpalika,1,1,9,10107,524 1 01 4 007,NP0101407,acc_o_t,1483,Ordinary Toilet ,,Accessibility to toilet,
,Sidingba Gaunpalika,TAPLEJUNG,Sidingba,Gaunpalika,1,1,7,10109,524 1 01 4 008,NP0101408,acc_o_t,1447,Ordinary Toilet ,,Accessibility to toilet,
,Phidim Nagarpalika,PANCHTHAR,Phidim,Nagarpalika,1,2,15,10904,524 1 02 3 001,NP0102301,acc_o_t,6924,Ordinary Toilet ,,Accessibility to toilet,
,Hilihang Gaunpalika,PANCHTHAR,Hilihang,Gaunpalika,1,2,12,10902,524 1 02 4 001,NP0102401,acc_o_t,2783,Ordinary Toilet ,,Accessibility to toilet,
,Yangwarak Gaunpalika,PANCHTHAR,Yangwarak,Gaunpalika,1,2,17,10107,524 1 02 4 002,NP0102402,acc_o_t,2048,Ordinary Toilet ,,Accessibility to toilet,
,Falelung Gaunpalika,PANCHTHAR,Falelung,Gaunpalika,1,2,10,10903,524 1 02 4 003,NP0102403,acc_o_t,3561,Ordinary Toilet ,,Accessibility to toilet,
,Kummayak Gaunpalika,PANCHTHAR,Kummayak,Gaunpalika,1,2,13,10906,524 1 02 4 004,NP0102404,acc_o_t,2345,Ordinary Toilet ,,Accessibility to toilet,
,Falgunanda Gaunpalika,PANCHTHAR,Falgunanda,Gaunpalika,1,2,11,10905,524 1 02 4 005,NP0102405,acc_o_t,3592,Ordinary Toilet ,,Accessibility to toilet,
,Tumbewa Gaunpalika,PANCHTHAR,Tumbewa,Gaunpalika,1,2,16,10907,524 1 02 4 006,NP0102406,acc_o_t,1669,Ordinary Toilet ,,Accessibility to toilet,
,Miklajung Gaunpalika,PANCHTHAR,Miklajung,Gaunpalika,1,2,14,10908,524 1 02 4 007,NP0102407,acc_o_t,3877,Ordinary Toilet ,,Accessibility to toilet,
,Deumai Nagarpalika,ILAM,Deumai,Nagarpalika,1,3,19,11004,524 1 03 3 001,NP0103301,acc_o_t,4113,Ordinary Toilet ,,Accessibility to toilet,
,Illam Nagarpalika,ILAM,Illam,Nagarpalika,1,3,21,11003,524 1 03 3 002,NP0103302,acc_o_t,4880,Ordinary Toilet ,,Accessibility to toilet,
,Suryodaya Nagarpalika,ILAM,Suryodaya,Nagarpalika,1,3,27,11009,524 1 03 3 003,NP0103303,acc_o_t,6699,Ordinary Toilet ,,Accessibility to toilet,
,Mai Nagarpalika,ILAM,Mai,Nagarpalika,1,3,22,11008,524 1 03 3 004,NP0103304,acc_o_t,4065,Ordinary Toilet ,,Accessibility to toilet,
,Fakphokthum Gaunpalika,ILAM,Fakphokthum,Gaunpalika,1,3,20,11005,524 1 03 4 001,NP0103401,acc_o_t,3414,Ordinary Toilet ,,Accessibility to toilet,
,Sandakpur Gaunpalika,ILAM,Sandakpur,Gaunpalika,1,3,26,11002,524 1 03 4 002,NP0103402,acc_o_t,2442,Ordinary Toilet ,,Accessibility to toilet,
,Maijogmai Gaunpalika,ILAM,Maijogmai,Gaunpalika,1,3,23,11001,524 1 03 4 003,NP0103403,acc_o_t,2997,Ordinary Toilet ,,Accessibility to toilet,
,Chulachuli Gaunpalika,ILAM,Chulachuli,Gaunpalika,1,3,18,11007,524 1 03 4 004,NP0103404,acc_o_t,2413,Ordinary Toilet ,,Accessibility to toilet,
,Mangsebung Gaunpalika,ILAM,Mangsebung,Gaunpalika,1,3,24,11006,524 1 03 4 005,NP0103405,acc_o_t,2501,Ordinary Toilet ,,Accessibility to toilet,
,Rong Gaunpalika,ILAM,Rong,Gaunpalika,1,3,25,11010,524 1 03 4 006,NP0103406,acc_o_t,2676,Ordinary Toilet ,,Accessibility to toilet,
,Damak Nagarpalika,JHAPA,Damak,Nagarpalika,1,4,33,11107,524 1 04 3 001,NP0104301,acc_o_t,5794,Ordinary Toilet ,,Accessibility to toilet,
,Shivasataxi Nagarpalika,JHAPA,Shivasataxi,Nagarpalika,1,4,42,11105,524 1 04 3 002,NP0104302,acc_o_t,5710,Ordinary Toilet ,,Accessibility to toilet,
,Kankai Nagarpalika,JHAPA,Kankai,Nagarpalika,1,4,40,11104,524 1 04 3 003,NP0104303,acc_o_t,2798,Ordinary Toilet ,,Accessibility to toilet,
,Arjundhara Nagarpalika,JHAPA,Arjundhara,Nagarpalika,1,4,28,11103,524 1 04 3 004,NP0104304,acc_o_t,4948,Ordinary Toilet ,,Accessibility to toilet,
,Mechinagar Nagarpalika,JHAPA,Mechinagar,Nagarpalika,1,4,41,11101,524 1 04 3 005,NP0104305,acc_o_t,7886,Ordinary Toilet ,,Accessibility to toilet,
,Gauradhaha Nagarpalika,JHAPA,Gauradhaha,Nagarpalika,1,4,34,11108,524 1 04 3 006,NP0104306,acc_o_t,4300,Ordinary Toilet ,,Accessibility to toilet,
,Birtamod Nagarpalika,JHAPA,Birtamod,Nagarpalika,1,4,31,11112,524 1 04 3 007,NP0104307,acc_o_t,4219,Ordinary Toilet ,,Accessibility to toilet,
